x,fit,se
1900,6.633064798681264,0.5541238284392409
1901.1919191919192,6.595862536885768,0.509764639747508
1902.3838383838383,6.558530784152612,0.46820700873710885
1903.5757575757575,6.520939476752909,0.43023328769117275
1904.7676767676767,6.482944328290943,0.396653398137108
1905.959595959596,6.444386909802969,0.36819716693974763
1907.1515151515152,6.405117420591492,0.3453057314271385
1908.3434343434344,6.365025397669718,0.3279749124709234
1909.5353535353536,6.324047018905743,0.31568340294415614
1910.7272727272727,6.282228969625828,0.3074848608079868
1911.919191919192,6.239691217406161,0.3021806317965509
1913.111111111111,6.196632538712187,0.29854364879549555
1914.3030303030303,6.153311502561238,0.2954851525483016
1915.4949494949494,6.110057639360936,0.29218198737393036
1916.6868686868686,6.067244324741537,0.2881020393015956
1917.878787878788,6.0253044735055825,0.28305327064896463
1919.0707070707072,5.9846921632179475,0.27705196809199484
1920.2626262626263,5.945853239431619,0.2702249386019788
1921.4545454545455,5.909203162598461,0.2628076765984515
1922.6464646464647,5.875110119996473,0.2550734891667055
1923.8383838383838,5.843886198676964,0.24728861459134135
1925.030303030303,5.8158394525500015,0.23962731587203182
1926.2222222222222,5.791246124904724,0.23216772501902813
1927.4141414141413,5.770263289553336,0.22494956839809707
1928.6060606060605,5.752952024953059,0.21799273856878137
1929.79797979798,5.739262988220576,0.21134291331719482
1930.989898989899,5.729034567240284,0.2051132904168856
1932.1818181818182,5.7219414979687535,0.1995362167351647
1933.3737373737374,5.7175280055743745,0.1949257901796128
1934.5656565656566,5.71525221404118,0.1915885153463281
1935.7575757575758,5.714534540301772,0.1897097349293374
1936.949494949495,5.714806800085478,0.18925892218911086
1938.141414141414,5.7155585468021215,0.18995646622464357
1939.3333333333333,5.716377403679514,0.19131853227572682
1940.5252525252524,5.716979713024314,0.19275944888785715
1941.7171717171718,5.71722922802064,0.1937106784320667
1942.909090909091,5.717142839984107,0.1937202227278686
1944.1010101010102,5.716882985555757,0.19251365214095664
1945.2929292929293,5.716720056569385,0.18998807411925464
1946.4848484848485,5.716964267600032,0.18614497450714504
1947.6767676767677,5.71797076387745,0.1811274404479537
1948.8686868686868,5.720106714572896,0.17519404403082034
1950.060606060606,5.723706571255473,0.1686608733560481
1951.2525252525252,5.729029580385234,0.16183714509465014
1952.4444444444443,5.736223237362356,0.1549672875304679
1953.6363636363637,5.7452964638383435,0.14819318152720498
1954.828282828283,5.756104480783752,0.14154702789089044
1956.020202020202,5.7683469581788565,0.13497623813403492
1957.2121212121212,5.781579906664028,0.12839139592363538
1958.4040404040404,5.795240936331705,0.12172092862799137
1959.5959595959596,5.8086865554000875,0.11495487921651179
1960.7878787878788,5.82123799041396,0.10816574801007152
1961.979797979798,5.8322322680658125,0.10150088854910588
1963.171717171717,5.841074710486865,0.0951477493378031
1964.3636363636363,5.847288938483084,0.08928007807547271
1965.5555555555557,5.850559430193041,0.08400041655613646
1966.7474747474748,5.850763212565633,0.07930050089130423
1967.939393939394,5.847988073713314,0.07505864996684518
1969.1313131313132,5.842535397172379,0.07107917501026026
1970.3232323232323,5.834907068486712,0.0671597735057708
1971.5151515151515,5.8257760131914615,0.06316150902969372
1972.7070707070707,5.815942909383316,0.05905940520032525
1973.8989898989898,5.806282368349039,0.05496164720340733
1975.090909090909,5.797682172728601,0.05109189347513033
1976.2828282828282,5.79097982583275,0.04773127292956769
1977.4747474747476,5.786901398664313,0.045122782277486666
1978.6666666666667,5.7860081504044025,0.043364393242470115
1979.858585858586,5.788654841653065,0.04234777882392619
1981.050505050505,5.794963267848599,0.04179041817049175
1982.2424242424242,5.80481328594651,0.041344275718099524
1983.4343434343434,5.817853061789993,0.0407140510930115
1984.6262626262626,5.833528939695,0.03973396054938606
1985.8181818181818,5.851131972825648,0.03839377561053749
1987.010101010101,5.869858433720653,0.03682348002378434
1988.20202020202,5.88888027929507,0.03524371745478683
1989.3939393939395,5.907420875564754,0.033885850615804576
1990.5858585858587,5.924829674555179,0.03289654960730723
1991.7777777777778,5.940650002165414,0.03226622354715072
1992.969696969697,5.9546748800198595,0.03182544166482872
1994.1616161616162,5.96698635685867,0.031314036849770396
1995.3535353535353,5.977975087008208,0.03048008392771544
1996.5454545454545,5.9883362078084605,0.029162213045900224
1997.7373737373737,5.99904218208693,0.027338273971795942
1998.9292929292928,6.011293995476238,0.025144206064119216
2000.121212121212,6.026453152592609,0.022865697170849752
2001.3131313131314,6.045958440503892,0.020886398030770276
2002.5050505050506,6.071232619518069,0.0195565803807551
2003.6969696969697,6.103586430582203,0.018992510077340638
2004.888888888889,6.14412659038893,0.018960822265011154
2006.080808080808,6.193674377743634,0.018995229364842388
2007.2727272727273,6.252700645145738,0.018632594158729844
2008.4646464646464,6.3212839209678435,0.017593414479335732
2009.6565656565656,6.399096823341746,0.015913911740264904
2010.8484848484848,6.485421964913066,0.014151746520481505
2012.040404040404,6.579199003082875,0.013655032164167323
2013.2323232323233,6.679102431598345,0.015966224688011694
2014.4242424242425,6.783649033541896,0.021145999261373626
2015.6161616161617,6.891331583789273,0.028194196637331435
2016.8080808080808,7.000773338723242,0.03627029905459127
2018,7.110899411969781,0.044863143087002844
