term,nmodels,coef,freq
humanity,72,0.012616468204450584,0.051399133590914414
kid,72,0.012306388027640518,0.10174452640206065
2nd,72,0.009597667939906898,0.05912656597588104
suit,72,-0.009403173232424587,0.0642781875658588
real,72,0.009329681441062311,0.1852242126214729
discard,72,-0.008271051504902269,0.06357569371268001
map,72,-0.007133196707016416,0.1567732115677321
feel__free,72,-0.007126464987750068,0.056433672872029036
attempt,72,0.007085316750314314,0.1026811848729657
weapon,72,-0.006404328470774824,0.1334738321039691
choice,72,-0.005353254968279936,0.2281934199742419
fit,72,0.0052373250018475665,0.1779651094719588
laser,72,0.005151569248733087,0.0502283105022831
process,72,0.0049950904231302155,0.18311673106193654
table,72,0.004697047381364227,0.300784451469383
phase,72,-0.0024903761211214786,0.07551808921671935
green__ronin,70,-0.07504158376667466,0.00597119775201967
gifted,70,-0.06322374846065665,0.007376185458377239
product__development,70,0.04772682720885212,0.005268703898840885
machine__gun,70,-0.02989992318536927,0.006322444678609062
goal__reach,70,0.029118753915360843,0.009834913944502985
injection,70,-0.022781280239662312,0.011474066268586816
unique__design,70,0.02215142267206809,0.006439526987472193
game__4,70,-0.021934520008374057,0.005502868516567147
racing__game,70,-0.018001364962120982,0.003746633883620185
fairly,70,-0.017152548923123134,0.029504741833508957
tiles,70,-0.01640319154577044,0.033602622643718535
closer,70,0.013581938841458118,0.01791359325605901
investment,70,0.012829889669359142,0.027865589509425127
companion,70,0.01265995483452386,0.04039339655778012
manufacturing__cost,70,-0.012113887060510597,0.007844514693829763
beta__version,70,0.011699982796079561,0.011005737033134294
money__raise,70,0.009531554503661482,0.01194239550403934
tile__set,70,-0.0092789283197477,0.007727432384966632
graphic__design,70,-0.009202461849000617,0.06416110525699567
lack,70,-0.008727141241492684,0.03524177496780236
layer,70,0.008691121493356076,0.03629551574757054
feeling,70,-0.008644140106931035,0.029036412598056435
sense,70,-0.008515749328964864,0.06661983374312141
sized__card,70,-0.008445721700032256,0.01358154782812317
pool,70,0.007406840523513375,0.04542793583889474
license,70,0.006163779313989662,0.05420910900362955
enable,70,-0.006110714040946108,0.0517503805175038
"25,000",70,-0.005866287897872499,0.03453928111462358
5000,70,0.005337274489543694,0.03418803418803419
steel,70,0.005334622353788957,0.030675564922140266
paint,70,0.0038226228746830906,0.12609764664559184
replay,70,0.0037218334508031907,0.12141435429106662
2016,70,0.0035314608477043765,0.07739140615852945
accurate,70,0.003508118703560036,0.0258751902587519
avatar,70,0.0034979336956990383,0.04051047886664325
limited,70,0.0034568482481746265,0.1882683526519143
file,70,-0.0032484241609949784,0.09752956328298794
charge,70,0.0031457168881077755,0.17890176794286383
villager,70,0.002852384636022611,0.009366584709050463
trick,70,0.0025909530960734847,0.04214963119072708
visit,70,0.0020083181274178166,0.12504390586582367
ruin,70,0.001377333849155014,0.05198454513523006
achieve,70,9.677778310746176e-4,0.12621472895445499
size,70,7.523821706972152e-4,0.24423369628849081
video,70,-4.8354859989820163e-4,0.3635405690200211
1,29,-0.0026910903871065544,0.5315536822386138
opponent,24,-0.0025017425939135593,0.1955274558014284
level__1,14,-0.015987491891612752,0.018850251726964057
playing__card,1,-0.003006629475100224,0.06498068141903758
shipping,1,9.7117284498033e-4,0.43765367053038284
