Title,Year,titleyear,AvgRating,MinAge,SuggestedPlayers,solo,two_player,log_playtime,AvgWeight
Bitter Woods (fourth edition),2003,Bitter Woods (fourth edition) (2003),7.69934,12,2,FALSE,FALSE,5.480638923341991,3.125
Quests of Valeria,2017,Quests of Valeria (2017),7.1731,14,2,TRUE,FALSE,3.8066624897703196,1.8
EXIT: The Game – The Abandoned Cabin,2016,EXIT: The Game – The Abandoned Cabin (2016),7.85164,12,3,TRUE,FALSE,4.499809670330265,3
Cartagena 2. The Pirate's Nest,2006,Cartagena 2. The Pirate's Nest (2006),6.47349,8,4,FALSE,FALSE,3.8066624897703196,1.5747
My First Stone Age,2016,My First Stone Age (2016),6.83764,5,3,FALSE,FALSE,2.70805020110221,1.125
12 Days,2011,12 Days (2011),6.54244,8,4,FALSE,FALSE,2.70805020110221,1.234
Batavia,2008,Batavia (2008),6.4547,10,3,FALSE,FALSE,4.0943445622221,2.4227
France '40,2013,France '40 (2013),7.81603,12,2,FALSE,TRUE,5.480638923341991,2.8684
Attribute,2002,Attribute (2002),6.39561,8,6,FALSE,FALSE,3.4011973816621555,1.178
Fortuna,2011,Fortuna (2011),6.56876,10,4,FALSE,FALSE,4.0943445622221,2.4286
Successors (second edition),1997,Successors (second edition) (1997),7.02396,12,4,FALSE,FALSE,5.19295685089021,3.1905
Captains of Industry,2015,Captains of Industry (2015),7.20685,13,5,FALSE,FALSE,5.0106352940962555,3.775
Cubist,2014,Cubist (2014),6.91998,7,2,FALSE,FALSE,3.8066624897703196,1.9677
Wildcatters,2013,Wildcatters (2013),7.39933,12,4,FALSE,FALSE,4.787491742782046,3.775
Axis & Allies Miniatures,2005,Axis & Allies Miniatures (2005),6.51849,10,2,FALSE,TRUE,4.0943445622221,2.2931
AT-43 Initiation Set: Operation Damocles,2006,AT-43 Initiation Set: Operation Damocles (2006),6.9206,12,2,FALSE,TRUE,4.0943445622221,2.8267
Gloria Picktoria,1996,Gloria Picktoria (1996),6.40437,10,4,FALSE,FALSE,3.8066624897703196,1.486
Cadwallon: City of Thieves,2010,Cadwallon: City of Thieves (2010),6.34864,10,4,FALSE,FALSE,3.8066624897703196,2.2178
Igel Ärgern,1990,Igel Ärgern (1990),6.40845,8,4,FALSE,FALSE,3.4011973816621555,1.3833
Nottingham,2006,Nottingham (2006),6.28129,10,6,FALSE,FALSE,3.4011973816621555,1.6024
Munchkin Adventure Time,2014,Munchkin Adventure Time (2014),6.61723,10,4,FALSE,FALSE,4.499809670330265,1.8824
Penny Arcade: The Game – Gamers vs. Evil,2011,Penny Arcade: The Game – Gamers vs. Evil (2011),6.57276,15,4,FALSE,FALSE,3.4011973816621555,2.2321
1862: Railway Mania in the Eastern Counties,2013,1862: Railway Mania in the Eastern Counties (2013),8.17031,12,4,FALSE,FALSE,5.703782474656201,4.3462
Illuminati: New World Order,1994,Illuminati: New World Order (1994),6.36497,12,4,FALSE,FALSE,4.787491742782046,2.8557
Tail Feathers,2015,Tail Feathers (2015),7.5917,9,2,FALSE,FALSE,4.499809670330265,3
Wing Leader: Victories 1940-1942,2015,Wing Leader: Victories 1940-1942 (2015),8.00998,12,2,FALSE,TRUE,4.787491742782046,2.9062
Bolt Action,2012,Bolt Action (2012),7.72059,12,2,FALSE,FALSE,4.787491742782046,2.6944
Die Siedler von Catan: Das Kartenspiel – 10th Anniversary Special Edition Tin Box,2006,Die Siedler von Catan: Das Kartenspiel – 10th Anniversary Special Edition Tin Box (2006),7.64356,10,2,FALSE,TRUE,4.0943445622221,2.5263
Dungeons & Dragons Dice Masters: Faerûn Under Siege,2016,Dungeons & Dragons Dice Masters: Faerûn Under Siege (2016),7.82714,14,2,FALSE,TRUE,4.0943445622221,2.25
Topoum,2016,Topoum (2016),7.59622,14,2,FALSE,FALSE,4.499809670330265,2.5333
Carcassonne: Amazonas,2016,Carcassonne: Amazonas (2016),7.3349,8,4,FALSE,FALSE,3.5553480614894135,2.1429
Blackbeard,1991,Blackbeard (1991),6.34484,12,1,TRUE,FALSE,5.19295685089021,3.1871
Asking for Trobils,2015,Asking for Trobils (2015),7.17763,12,4,FALSE,FALSE,4.499809670330265,2.0625
Vampire Empire,2012,Vampire Empire (2012),6.85882,10,2,FALSE,TRUE,3.4011973816621555,2.1176
Clubs,2013,Clubs (2013),6.61606,8,4,FALSE,FALSE,3.4011973816621555,1.4565
Ligretto,1988,Ligretto (1988),6.20757,8,4,FALSE,FALSE,2.302585092994046,1.2099
"Thirty Years War: Europe in Agony, 1618-1648",2001,"Thirty Years War: Europe in Agony, 1618-1648 (2001)",6.79195,14,2,FALSE,TRUE,5.886104031450156,3.1031
Bomb Squad,2013,Bomb Squad (2013),6.72394,10,4,FALSE,FALSE,3.4011973816621555,2.1765
Axis & Allies: WWI 1914,2013,Axis & Allies: WWI 1914 (2013),7.20295,12,4,FALSE,FALSE,6.173786103901937,2.6053
The Settlers of Zarahemla,2003,The Settlers of Zarahemla (2003),6.95248,12,4,FALSE,FALSE,4.499809670330265,2.54
Commissioned,2016,Commissioned (2016),7.55934,13,3,FALSE,FALSE,4.0943445622221,2.6842
WeyKick,2001,WeyKick (2001),6.94626,3,2,FALSE,FALSE,2.302585092994046,1.0263
Valley of the Mammoths,1991,Valley of the Mammoths (1991),6.40849,12,4.5,FALSE,FALSE,5.19295685089021,2.5259
Penny Press,2015,Penny Press (2015),6.73478,13,4,FALSE,FALSE,4.0943445622221,2.2333
Factory Funner,2016,Factory Funner (2016),7.43726,11,1,TRUE,FALSE,3.6888794541139363,2.4
DC Comics Deck-Building Game: Teen Titans,2015,DC Comics Deck-Building Game: Teen Titans (2015),7.24697,15,3,FALSE,FALSE,4.31748811353631,2.25
Pow Wow,2006,Pow Wow (2006),6.67937,9,6.5,FALSE,FALSE,3.4011973816621555,1.1538
Zombie State: Diplomacy of the Dead,2010,Zombie State: Diplomacy of the Dead (2010),6.55071,13,5,FALSE,FALSE,5.19295685089021,3.1842
Infinite City,2009,Infinite City (2009),6.23104,10,3,FALSE,FALSE,3.8066624897703196,1.891
Pixel Tactics Deluxe,2015,Pixel Tactics Deluxe (2015),7.60336,12,2,FALSE,FALSE,3.8066624897703196,2.7
Avenue,2016,Avenue (2016),7.09224,8,6,TRUE,FALSE,2.70805020110221,1.5
Warmaster,2000,Warmaster (2000),7.08335,12,2,FALSE,FALSE,4.787491742782046,2.9074
Struggle for Catan,2011,Struggle for Catan (2011),6.24487,10,4,FALSE,FALSE,3.8066624897703196,1.6667
Strife: Legacy of the Eternals,2014,Strife: Legacy of the Eternals (2014),6.97715,13,2,FALSE,TRUE,4.0943445622221,2.4444
Tanto Cuore: Romantic Vacation,2010,Tanto Cuore: Romantic Vacation (2010),7.59928,12,3,FALSE,FALSE,3.4011973816621555,2.4444
Amazonas,2005,Amazonas (2005),6.3573,10,4,FALSE,FALSE,3.912023005428146,2.1475
Advanced Third Reich,1992,Advanced Third Reich (1992),6.73573,12,2,FALSE,FALSE,7.8160138391590275,4.5225
Rock the Beat,2008,Rock the Beat (2008),6.39659,8,9,FALSE,FALSE,3.4011973816621555,1.0658
Fireball Island,1986,Fireball Island (1986),6.47771,7,4,FALSE,FALSE,3.8066624897703196,1.3661
War of the Ring,1977,War of the Ring (1977),6.54501,12,2,FALSE,FALSE,5.19295685089021,3.4457
Soviet Dawn,2009,Soviet Dawn (2009),7.06458,13,1,TRUE,FALSE,4.0943445622221,1.5942
Nippon Rails,1992,Nippon Rails (1992),6.84669,10,3,FALSE,FALSE,5.480638923341991,2.6531
Battle Above the Clouds,2010,Battle Above the Clouds (2010),8.10963,12,2,FALSE,TRUE,5.19295685089021,3.7742
"Crusade and Revolution: The Spanish Civil War, 1936-1939",2013,"Crusade and Revolution: The Spanish Civil War, 1936-1939 (2013)",8.34635,14,2,TRUE,FALSE,5.703782474656201,3.1707
Twilight Imperium,1997,Twilight Imperium (1997),6.66812,12,4,FALSE,FALSE,5.480638923341991,3.4902
The Dragon & Flagon,2016,The Dragon & Flagon (2016),6.68232,10,6,FALSE,FALSE,4.0943445622221,2.3333
Zany Penguins,2016,Zany Penguins (2016),6.79552,7,4,FALSE,FALSE,2.995732273553991,1.5385
Assault on Hoth: The Empire Strikes Back,1988,Assault on Hoth: The Empire Strikes Back (1988),6.99011,12,2,FALSE,TRUE,4.499809670330265,2.1333
Twilight Imperium (second edition),2000,Twilight Imperium (second edition) (2000),6.93599,12,6,FALSE,FALSE,5.480638923341991,3.4894
Brawl,1999,Brawl (1999),6.40683,10,2,FALSE,FALSE,2.70805020110221,1.3761
Baltic Gap,2009,Baltic Gap (2009),8.07833,17.5,2,FALSE,TRUE,5.480638923341991,4.1628
Empires of the Middle Ages,1980,Empires of the Middle Ages (1980),7.1254,14,6,TRUE,FALSE,5.480638923341991,3.5577
Khet 2.0,2011,Khet 2.0 (2011),6.86454,9,2,FALSE,TRUE,3.4011973816621555,2.7429
Dog,1997,Dog (1997),6.40241,9,4,FALSE,FALSE,3.8066624897703196,1.4819
Fuji Flush,2016,Fuji Flush (2016),6.56301,7,6,FALSE,FALSE,2.995732273553991,1.2
Men of Iron,2005,Men of Iron (2005),6.84733,12,2,FALSE,TRUE,5.19295685089021,2.7204
California,2006,California (2006),6.27527,10,4,FALSE,FALSE,4.0943445622221,1.8
Telestrations After Dark,2015,Telestrations After Dark (2015),7.20085,17,6.5,FALSE,FALSE,3.4011973816621555,1
Temporum,2014,Temporum (2014),6.49248,13,3,FALSE,FALSE,3.5553480614894135,2.1702
Thunder Road,1986,Thunder Road (1986),6.61025,10,4,FALSE,FALSE,3.8066624897703196,1.3733
Funkenschlag: EnBW,2007,Funkenschlag: EnBW (2007),8.3077,12,5,FALSE,FALSE,4.787491742782046,3.1765
Munchkin Apocalypse,2012,Munchkin Apocalypse (2012),6.62218,10,4,FALSE,FALSE,4.499809670330265,2.0857
I Go!,2003,I Go! (2003),6.40582,8,4,FALSE,FALSE,3.4011973816621555,1.4892
Cry Havoc,1981,Cry Havoc (1981),6.76325,12,2,FALSE,TRUE,5.480638923341991,2.2453
Cavern Tavern,2016,Cavern Tavern (2016),7.37553,13,4,TRUE,FALSE,4.787491742782046,2.6154
Escape the Room: Mystery at the Stargazer's Manor,2016,Escape the Room: Mystery at the Stargazer's Manor (2016),6.74753,10,3,FALSE,FALSE,4.499809670330265,1.6667
Luchador! Mexican Wrestling Dice,2013,Luchador! Mexican Wrestling Dice (2013),6.55613,8,2,FALSE,FALSE,2.70805020110221,1.2319
Stonewall in the Valley,1995,Stonewall in the Valley (1995),7.61594,12,2,FALSE,TRUE,5.19295685089021,3.3947
Road Kill Rally,2010,Road Kill Rally (2010),6.47325,12,4,FALSE,FALSE,4.499809670330265,2.038
Fist of Dragonstones,2002,Fist of Dragonstones (2002),6.17446,8,4,FALSE,FALSE,3.8066624897703196,1.8673
Bughouse Chess,1960,Bughouse Chess (1960),7.39688,10,4,FALSE,FALSE,2.302585092994046,2.8235
Hnefatafl,400,Hnefatafl (400),6.51373,7,2,FALSE,TRUE,2.995732273553991,2.5761
Shadowfist,1995,Shadowfist (1995),7.1203,10,4,FALSE,FALSE,4.0943445622221,2.5581
Arcane Academy,2016,Arcane Academy (2016),7.20916,12,2,FALSE,FALSE,3.8066624897703196,2.2222
Robo Rally (2016),2016,Robo Rally (2016) (2016),7.52322,12,4,FALSE,FALSE,4.787491742782046,2.2
Smarty Party!,2003,Smarty Party! (2003),6.60047,10,6,FALSE,FALSE,4.0943445622221,1.4026
Zombie in my Pocket,2007,Zombie in my Pocket (2007),6.33597,11,1,TRUE,FALSE,1.6094379124341003,1.3035
Divine Right,1979,Divine Right (1979),6.95674,12,4.5,FALSE,FALSE,5.886104031450156,3.1324
Rum & Bones: Second Tide,2017,Rum & Bones: Second Tide (2017),8.19585,14,2,FALSE,FALSE,4.31748811353631,2.875
Lunar Rails,2003,Lunar Rails (2003),6.88178,10,3,FALSE,FALSE,5.480638923341991,2.7925
Talisman (third edition),1994,Talisman (third edition) (1994),6.34447,9,4,FALSE,FALSE,4.787491742782046,2.1014
Family Business,1982,Family Business (1982),6.11712,8,6,FALSE,FALSE,3.4011973816621555,1.3306
Dungeon Run,2011,Dungeon Run (2011),6.3261,9,4,TRUE,FALSE,4.0943445622221,2.2073
Incursion,2009,Incursion (2009),7.7055,12,2,FALSE,TRUE,4.787491742782046,2.7353
Timeline: Americana,2014,Timeline: Americana (2014),6.81193,8,4,FALSE,FALSE,2.70805020110221,1.1111
Origins:  How We Became Human,2007,Origins:  How We Became Human (2007),6.80063,13,4,FALSE,FALSE,5.19295685089021,3.8182
Munchkin Booty,2008,Munchkin Booty (2008),6.32831,10,4.5,FALSE,FALSE,4.499809670330265,1.939
Illuminati,1982,Illuminati (1982),6.18713,12,4,FALSE,FALSE,4.787491742782046,2.4931
Alchemist,2007,Alchemist (2007),6.27764,10,4,FALSE,FALSE,3.912023005428146,2.2348
Timeline: American History,2014,Timeline: American History (2014),6.76928,8,4,FALSE,FALSE,2.70805020110221,1.1786
"But Wait, There's More!",2011,"But Wait, There's More! (2011)",6.93092,14,5,FALSE,FALSE,3.4011973816621555,1.1
Day & Night,2008,Day & Night (2008),6.6029,10,2,FALSE,TRUE,3.8066624897703196,2.4545
Archer: Once You Go Blackmail...,2016,Archer: Once You Go Blackmail... (2016),7.25058,10,4,FALSE,FALSE,3.4011973816621555,1.3
Sheepland,2012,Sheepland (2012),6.65639,8,4,FALSE,FALSE,3.4011973816621555,1.881
Across 5 Aprils,1992,Across 5 Aprils (1992),6.98514,12,2,FALSE,TRUE,5.19295685089021,2.3654
Granada,2009,Granada (2009),6.97385,8,3,FALSE,FALSE,4.0943445622221,2.1852
Sumeria,2009,Sumeria (2009),6.57365,10,3,FALSE,FALSE,4.0943445622221,2.2614
1936: Guerra Civil,2006,1936: Guerra Civil (2006),7.67376,12,2,FALSE,TRUE,4.499809670330265,2.98
Auf Achse,1987,Auf Achse (1987),6.27009,8,4,FALSE,FALSE,4.0943445622221,1.9528
Animal Upon Animal: Balancing Bridge,2010,Animal Upon Animal: Balancing Bridge (2010),7.08158,5,4,FALSE,FALSE,2.70805020110221,1.125
Agility,2016,Agility (2016),7.59893,10,2,FALSE,TRUE,3.8066624897703196,2
PIX,2012,PIX (2012),6.68473,8,8,FALSE,FALSE,3.4011973816621555,1.4
Anno 1503,2003,Anno 1503 (2003),6.31769,10,4,FALSE,FALSE,4.499809670330265,2.3704
Guild Ball,2015,Guild Ball (2015),8.29533,12,2,FALSE,TRUE,4.0943445622221,3.4
Bugs in the Kitchen,2013,Bugs in the Kitchen (2013),6.36355,6,4,FALSE,FALSE,2.995732273553991,1.0429
1880: China,2010,1880: China (2010),8.21085,13,4,FALSE,FALSE,5.703782474656201,4.2727
Australian Rails,1994,Australian Rails (1994),6.93636,10,3,FALSE,FALSE,5.480638923341991,2.66
Stratego,1944,Stratego (1944),6.03725,8,2,FALSE,TRUE,3.8066624897703196,1.8596
Maka Bana,2003,Maka Bana (2003),6.64507,10,4,FALSE,FALSE,4.0943445622221,2.0469
Age of Mythology: The Boardgame,2003,Age of Mythology: The Boardgame (2003),6.1593,10,3,FALSE,FALSE,5.19295685089021,2.9348
Gambit 7,2008,Gambit 7 (2008),6.72693,7,6.5,FALSE,FALSE,2.70805020110221,1.0606
Pax Britannica,1985,Pax Britannica (1985),6.63482,12,7,FALSE,FALSE,5.703782474656201,3.8367
The Stars Are Right,2008,The Stars Are Right (2008),6.33131,12,2,FALSE,FALSE,4.007333185232471,2.4674
Melee,1977,Melee (1977),6.85694,10,2,FALSE,TRUE,2.70805020110221,2.26
Compatibility,1996,Compatibility (1996),6.47383,12,6,FALSE,FALSE,3.4011973816621555,1.129
1853,1989,1853 (1989),6.99243,12,4,FALSE,FALSE,5.19295685089021,4.14
Dracula,2003,Dracula (2003),6.21766,12,2,FALSE,TRUE,3.4011973816621555,1.9231
Lost Legacy: Second Chronicle – Vorpal Sword & Whitegold Spire,2015,Lost Legacy: Second Chronicle – Vorpal Sword & Whitegold Spire (2015),6.89252,14,4,FALSE,FALSE,2.302585092994046,1.3333
Imperium,1977,Imperium (1977),6.89296,12,2,FALSE,TRUE,5.19295685089021,2.6812
Cosmic Eidex,1998,Cosmic Eidex (1998),6.88672,10,3,FALSE,FALSE,4.0943445622221,2.6731
7 Ronin,2013,7 Ronin (2013),7.14538,14,2,FALSE,TRUE,3.4011973816621555,2.1364
Shipwrights of the North Sea,2014,Shipwrights of the North Sea (2014),6.65956,10,3.5,FALSE,FALSE,4.0943445622221,2.3721
Glüx,2016,Glüx (2016),7.41464,8,2,FALSE,FALSE,3.8066624897703196,1.7778
The Extraordinary Adventures of Baron Munchausen,1998,The Extraordinary Adventures of Baron Munchausen (1998),7.30527,10,6,FALSE,FALSE,3.8066624897703196,1.5455
Star Munchkin,2002,Star Munchkin (2002),6.15545,10,4,FALSE,FALSE,4.499809670330265,1.7491
1844: Switzerland,2003,1844: Switzerland (2003),8.36973,12,5,FALSE,FALSE,5.703782474656201,4.3889
Nuclear Proliferation,1992,Nuclear Proliferation (1992),6.55523,10,4.5,FALSE,FALSE,3.4011973816621555,1.4762
Hex,1942,Hex (1942),6.80711,8,2,FALSE,TRUE,2.995732273553991,2.7843
Coal Baron: The Great Card Game,2016,Coal Baron: The Great Card Game (2016),7.27618,10,3,FALSE,FALSE,4.382026634673881,2.625
The King's Abbey,2016,The King's Abbey (2016),7.22647,12,4,TRUE,FALSE,5.19295685089021,3.2333
Die Legenden von Andor: Chada & Thorn,2015,Die Legenden von Andor: Chada & Thorn (2015),6.97182,10,2,FALSE,TRUE,3.8066624897703196,2.1579
Coney Island,2011,Coney Island (2011),6.52947,10,4,FALSE,FALSE,4.0943445622221,2.4821
Florenza: The Card Game,2013,Florenza: The Card Game (2013),6.92856,14,3.5,FALSE,FALSE,4.0943445622221,2.5833
Western Town,2005,Western Town (2005),7.17383,12,3,FALSE,FALSE,4.499809670330265,3.5122
Dungeoneer: Vault of the Fiends,2003,Dungeoneer: Vault of the Fiends (2003),6.31742,12,4,FALSE,FALSE,3.4011973816621555,2.2245
Cockroach Salad,2007,Cockroach Salad (2007),6.18548,6,4,FALSE,FALSE,2.995732273553991,1.1538
Doge,2000,Doge (2000),6.52104,12,4,FALSE,FALSE,3.8066624897703196,2.5588
Samarkand,1980,Samarkand (1980),6.48442,9,4.5,FALSE,FALSE,3.4011973816621555,1.9481
War at Sea (second edition),1976,War at Sea (second edition) (1976),6.41273,12,2,FALSE,TRUE,4.787491742782046,1.9766
Kings of Israel,2014,Kings of Israel (2014),7.44967,14,4,FALSE,FALSE,3.8066624897703196,2.48
Gipsy King,2007,Gipsy King (2007),6.58638,8,3,FALSE,FALSE,3.4011973816621555,1.8406
Potato Man,2013,Potato Man (2013),6.65854,10,4,FALSE,FALSE,3.6888794541139363,1.4259
Ascension: Year One Collector's Edition,2015,Ascension: Year One Collector's Edition (2015),7.94731,13,2,TRUE,FALSE,3.4011973816621555,2.2857
Geistesblitz 5 vor 12,2013,Geistesblitz 5 vor 12 (2013),6.94836,8,5,FALSE,FALSE,2.995732273553991,1.4
Times Square,2006,Times Square (2006),6.3106,12,2,FALSE,TRUE,3.4011973816621555,1.6807
Lines of Action,1969,Lines of Action (1969),7.18472,10,2,FALSE,TRUE,2.995732273553991,2.7436
Doctor Who: Solitaire Story Game,2009,Doctor Who: Solitaire Story Game (2009),8.03834,11,1,TRUE,FALSE,3.8066624897703196,2.6136
Carrier,1990,Carrier (1990),7.28951,12,1,TRUE,FALSE,5.886104031450156,3.9836
Nicht die Bohne!,1999,Nicht die Bohne! (1999),6.36487,10,5.5,FALSE,FALSE,3.8066624897703196,1.3663
Too Many Cooks,2002,Too Many Cooks (2002),6.34004,10,4,FALSE,FALSE,3.4011973816621555,1.4078
Lascaux,2007,Lascaux (2007),6.34931,8,4,FALSE,FALSE,3.2188758248682006,1.5794
Pick & Pack,2007,Pick & Pack (2007),6.5262,8,2,FALSE,TRUE,2.995732273553991,1.8955
One Night Revolution,2015,One Night Revolution (2015),6.32628,14,5.5,FALSE,FALSE,2.70805020110221,1.8529
The Longest Day,1979,The Longest Day (1979),7.17032,12,6,FALSE,FALSE,8.594154232552366,4.1714
Pecking Order,1998,Pecking Order (1998),6.43018,8,2,FALSE,TRUE,2.995732273553991,1.3333
XenoShyft: Dreadmire,2017,XenoShyft: Dreadmire (2017),7.63935,14,2,TRUE,FALSE,4.0943445622221,2.4
Star Trek Deck Building Game: The Original Series,2012,Star Trek Deck Building Game: The Original Series (2012),6.77215,13,3,FALSE,FALSE,4.499809670330265,2.5714
Giro Galoppo,2006,Giro Galoppo (2006),6.6866,6,4,FALSE,FALSE,3.4011973816621555,1.1972
Big Points,2008,Big Points (2008),6.45301,8,3,FALSE,FALSE,2.995732273553991,1.3582
Maharani,2012,Maharani (2012),6.56186,8,4,FALSE,FALSE,3.6888794541139363,2.0426
Starfighter,2015,Starfighter (2015),7.21402,13,2,FALSE,TRUE,3.4011973816621555,2.8333
Caribbean,2004,Caribbean (2004),6.21873,8,4,FALSE,FALSE,3.4011973816621555,1.7419
Icehouse,1989,Icehouse (1989),6.66445,8,4,FALSE,FALSE,2.995732273553991,2.5957
Mage Knight Dungeons,2002,Mage Knight Dungeons (2002),6.64047,10,2,FALSE,FALSE,4.0943445622221,2.4762
Star Trek Deck Building Game: The Next Generation – The Next Phase,2012,Star Trek Deck Building Game: The Next Generation – The Next Phase (2012),6.84024,13,3,FALSE,FALSE,4.499809670330265,2.4545
Elk Fest,1999,Elk Fest (1999),6.1777,8,2,FALSE,TRUE,2.70805020110221,1.0511
The Lord of the Rings: The Two Towers Deck-Building Game,2013,The Lord of the Rings: The Two Towers Deck-Building Game (2013),6.9491,15,3,FALSE,FALSE,3.8066624897703196,2.1852
Saratoga,1998,Saratoga (1998),7.11579,12,2,FALSE,TRUE,5.19295685089021,2.5349
Othello,1883,Othello (1883),6.05982,8,2,FALSE,TRUE,3.4011973816621555,2.1282
Gustav Adolf the Great: With God and Victorious Arms,2006,Gustav Adolf the Great: With God and Victorious Arms (2006),7.81605,12,2,FALSE,TRUE,5.703782474656201,3.7021
Rat-a-Tat Cat,1995,Rat-a-Tat Cat (1995),6.17166,6,4,FALSE,FALSE,2.302585092994046,1.1228
Dragon's Hoard,2014,Dragon's Hoard (2014),6.49745,8,4,FALSE,FALSE,3.8066624897703196,1.4468
Fief,2011,Fief (2011),7.41908,12,6,FALSE,FALSE,4.787491742782046,3.6
"Warhammer 40,000 (fourth edition)",2004,"Warhammer 40,000 (fourth edition) (2004)",6.41721,10,2,FALSE,FALSE,4.0943445622221,3.4962
Bolide,2005,Bolide (2005),6.5625,14,5,FALSE,FALSE,4.787491742782046,2.7347
Haru Ichiban,2014,Haru Ichiban (2014),6.91135,8,2,FALSE,TRUE,2.995732273553991,1.6875
Golem Arcana,2014,Golem Arcana (2014),7.07357,14,2,FALSE,FALSE,3.8066624897703196,2.7609
Chicken Caesar,2012,Chicken Caesar (2012),6.79231,12,5,FALSE,FALSE,4.499809670330265,2.7568
Coup: Deluxe Edition,2014,Coup: Deluxe Edition (2014),7.48188,10,4,FALSE,FALSE,2.70805020110221,1.4
Wings of War: WW2 Deluxe set,2009,Wings of War: WW2 Deluxe set (2009),7.26289,8,2,FALSE,FALSE,3.8066624897703196,2.36
Viktory II,2006,Viktory II (2006),6.95064,10,4,FALSE,FALSE,4.0943445622221,2.4096
Age of Discovery,2007,Age of Discovery (2007),6.40481,10,4,FALSE,FALSE,3.8066624897703196,2.4107
"A Most Dangerous Time: Japan in Chaos, 1570-1584",2009,"A Most Dangerous Time: Japan in Chaos, 1570-1584 (2009)",7.41727,12,2,FALSE,FALSE,5.480638923341991,3.1154
Die Säulen von Venedig,2006,Die Säulen von Venedig (2006),6.6151,10,5,FALSE,FALSE,3.8066624897703196,2.3231
Feudality,2011,Feudality (2011),6.54285,10,4,FALSE,FALSE,4.499809670330265,2.1607
Tanz der Hornochsen!,2004,Tanz der Hornochsen! (2004),6.54166,8,4,FALSE,FALSE,3.4011973816621555,1.4211
Waterloo,2009,Waterloo (2009),7.01144,13,2,FALSE,TRUE,5.19295685089021,3.2459
Star Wars: Star Warriors,1987,Star Wars: Star Warriors (1987),6.89766,12,2,FALSE,FALSE,4.787491742782046,3.1311
Hell's Highway,1983,Hell's Highway (1983),7.26237,12,2,FALSE,TRUE,5.886104031450156,3.6964
Start Player,2008,Start Player (2008),6.42219,14,4,FALSE,FALSE,0,1
Mogul,2015,Mogul (2015),6.94717,13,4,FALSE,FALSE,3.8066624897703196,2
Unspeakable Words,2007,Unspeakable Words (2007),6.27488,10,4,FALSE,FALSE,3.4011973816621555,1.3235
Master Thieves,2004,Master Thieves (2004),6.49954,10,6,FALSE,FALSE,4.0943445622221,2.3425
VOLT: Robot Battle Arena,2014,VOLT: Robot Battle Arena (2014),7.14523,13,4,FALSE,FALSE,3.4011973816621555,2
Der schwarze Pirat,2006,Der schwarze Pirat (2006),6.63273,5,4,FALSE,FALSE,2.70805020110221,1.12
Ohne Furcht und Adel,2012,Ohne Furcht und Adel (2012),7.08648,10,4,FALSE,FALSE,4.0943445622221,2.5556
The Russian Campaign (fourth edition),2003,The Russian Campaign (fourth edition) (2003),7.61576,12,2,FALSE,TRUE,5.480638923341991,2.9744
Martian Rails,2009,Martian Rails (2009),7.22468,12,3,FALSE,FALSE,5.19295685089021,3.2857
Igloo Pop,2003,Igloo Pop (2003),6.25759,7,4,FALSE,FALSE,2.995732273553991,1.0909
Habitats,2016,Habitats (2016),7.34975,10,2,FALSE,FALSE,3.912023005428146,2.25
Rolling America,2015,Rolling America (2015),6.58112,8,2,TRUE,FALSE,2.70805020110221,1.7059
Rory's Story Cubes: Voyages,2011,Rory's Story Cubes: Voyages (2011),6.65653,8,3,TRUE,FALSE,2.995732273553991,1.0303
Arcana,2009,Arcana (2009),6.18532,13,4,FALSE,FALSE,4.0943445622221,2.0567
"Going, Going, GONE!",2013,"Going, Going, GONE! (2013)",6.28189,8,4,FALSE,FALSE,2.995732273553991,1.2667
Tally Ho!,1973,Tally Ho! (1973),6.11449,8,2,FALSE,TRUE,3.4011973816621555,1.4977
Big Boss,1994,Big Boss (1994),7.08386,10,4,FALSE,FALSE,4.499809670330265,2.4231
11 nimmt!,2010,11 nimmt! (2010),6.27965,8,4,FALSE,FALSE,3.4011973816621555,1.2277
JAB: Realtime Boxing,2011,JAB: Realtime Boxing (2011),6.3394,10,2,FALSE,TRUE,2.70805020110221,1.7759
It's Alive!,2007,It's Alive! (2007),6.2997,12,4,FALSE,FALSE,3.4011973816621555,1.6154
Lock 'n Load Tactical: Day of Heroes,2008,Lock 'n Load Tactical: Day of Heroes (2008),7.6793,12,2,FALSE,TRUE,4.787491742782046,2.766
Anomia: Party Edition,2013,Anomia: Party Edition (2013),7.10471,10,6,FALSE,FALSE,3.4011973816621555,1
Rat Hot,2005,Rat Hot (2005),6.32645,8,2,FALSE,TRUE,3.4011973816621555,1.4524
Among the Stars: Revival,2015,Among the Stars: Revival (2015),7.35421,12,2,FALSE,FALSE,3.4011973816621555,2.3636
Super Fantasy: Ugly Snouts Assault,2013,Super Fantasy: Ugly Snouts Assault (2013),6.91176,8,4,TRUE,FALSE,4.499809670330265,2.4516
King of the Elves,1999,King of the Elves (1999),6.23757,10,4,FALSE,FALSE,4.0943445622221,2.0174
Fresh Fish,2014,Fresh Fish (2014),7.00119,12,4.5,FALSE,FALSE,3.8066624897703196,2.3333
Pylos,1994,Pylos (1994),6.29819,8,2,FALSE,TRUE,2.302585092994046,2.0194
Schrille Stille,1999,Schrille Stille (1999),6.51539,10,6,FALSE,FALSE,4.0943445622221,1.7564
Masters of Venice,2009,Masters of Venice (2009),6.65698,15,4,FALSE,FALSE,4.499809670330265,3.6133
