Title,Year,titleyear,AvgRating,MinAge,SuggestedPlayers,solo,two_player,log_playtime,AvgWeight
Slash: Romance without boundaries,2013,Slash: Romance without boundaries (2013),6.36207,14,5.5,FALSE,FALSE,3.8066624897703196,1.1667
Warmaster,1993,Warmaster (1993),6.52449,10,2,FALSE,TRUE,3.4011973816621555,2.1429
Aether Captains: Clockwork Cabal,2011,Aether Captains: Clockwork Cabal (2011),6.3975,10,1,TRUE,FALSE,2.995732273553991,1.7778
Riftwalker: A Storm Hollow Card Game,2016,Riftwalker: A Storm Hollow Card Game (2016),7.34706,13,2,FALSE,FALSE,4.0943445622221,2.75
How to Host a Murder: The Chicago Caper,1985,How to Host a Murder: The Chicago Caper (1985),6.4,18,8,FALSE,FALSE,5.19295685089021,2
Viking,1975,Viking (1975),6.55345,12,2,FALSE,TRUE,4.787491742782046,2.2857
The Thin Red Line,1979,The Thin Red Line (1979),6.49687,10,2,FALSE,FALSE,5.19295685089021,2.7778
Hallo Dachs!,1996,Hallo Dachs! (1996),6.15329,6,4,FALSE,FALSE,2.995732273553991,1.1818
The Old Contemptibles,2005,The Old Contemptibles (2005),6.79907,12,2,FALSE,TRUE,5.19295685089021,3
Infantry Attacks: August 1914,2010,Infantry Attacks: August 1914 (2010),7.08485,12,2,FALSE,TRUE,3.4011973816621555,3
Turandot,2009,Turandot (2009),5.99615,8,4,FALSE,FALSE,2.70805020110221,1.5556
Tuppi,1900,Tuppi (1900),7.1625,8,4,FALSE,FALSE,2.302585092994046,2.6
SherCo Baseball,2016,SherCo Baseball (2016),7.08333,8,2,TRUE,FALSE,4.0943445622221,2.3333
Faerie Tales,2006,Faerie Tales (2006),5.92297,12,2,FALSE,FALSE,3.8066624897703196,2.1905
Doolittle & Waite,1986,Doolittle & Waite (1986),6.21793,6,5.5,FALSE,FALSE,4.499809670330265,1.8571
1572: The Lost Expedition,2016,1572: The Lost Expedition (2016),7.47143,12,1,TRUE,FALSE,4.499809670330265,2
Trivial Pursuit: DVD – The Lord Of The Rings Trilogy Edition,2004,Trivial Pursuit: DVD – The Lord Of The Rings Trilogy Edition (2004),5.92979,12,2.5,FALSE,FALSE,4.499809670330265,1.5714
Bar-Lev: The 1973 Arab-Israeli War,1977,Bar-Lev: The 1973 Arab-Israeli War (1977),7.27742,16,2,FALSE,TRUE,5.886104031450156,3.8
Aztec,1995,Aztec (1995),6.515,10,2,FALSE,FALSE,3.4011973816621555,2.2
Summer Lightning: The Invasion of Poland 1939,2011,Summer Lightning: The Invasion of Poland 1939 (2011),6.88293,12,2,TRUE,FALSE,5.480638923341991,2.8571
Indian Chief,2004,Indian Chief (2004),7.03636,8,5.5,FALSE,FALSE,2.302585092994046,1.75
My Kind of Town,2010,My Kind of Town (2010),6.3875,6,2,FALSE,TRUE,2.70805020110221,1.6667
Runewars Miniatures Game,2017,Runewars Miniatures Game (2017),7.63344,14,2,FALSE,TRUE,4.499809670330265,3.75
Pi mal Daumen,1999,Pi mal Daumen (1999),6.42679,12,4.5,FALSE,FALSE,3.8066624897703196,1.4286
Die verzauberten Rumpelriesen,2013,Die verzauberten Rumpelriesen (2013),6.74512,5,3,FALSE,FALSE,2.995732273553991,1
Search & Destroy,1975,Search & Destroy (1975),6.76667,12,2,TRUE,FALSE,5.480638923341991,3.125
Banana Matcho,2012,Banana Matcho (2012),6.06667,6,4,FALSE,FALSE,3.2188758248682006,1.0769
War & Sheep,2002,War & Sheep (2002),5.72596,10,2,FALSE,TRUE,2.995732273553991,1.2708
The Campaigns of King David,2007,The Campaigns of King David (2007),6.41458,13,4.5,FALSE,FALSE,5.703782474656201,3.3333
Politico,2007,Politico (2007),6.64906,10,4,FALSE,FALSE,3.4011973816621555,2.2222
City of Zombies,2013,City of Zombies (2013),6.70385,6,4,TRUE,FALSE,3.4011973816621555,1.5
Justice League Strategy Game,2014,Justice League Strategy Game (2014),6.932,14,5,FALSE,FALSE,4.0943445622221,2.4
Käseklau!,2008,Käseklau! (2008),6.7119,5,3,FALSE,FALSE,2.302585092994046,1
18US,2005,18US (2005),6.97222,14,4,FALSE,FALSE,5.480638923341991,4.75
Cabaret,2015,Cabaret (2015),7.36667,5,4.5,FALSE,FALSE,3.4011973816621555,1.3333
Dread Pirate: Buccaneer's Revenge,2006,Dread Pirate: Buccaneer's Revenge (2006),6.05962,8,4,FALSE,FALSE,4.0943445622221,2.1304
The Business Game,1965,The Business Game (1965),5.88052,8,3.5,FALSE,FALSE,4.499809670330265,2.0857
Stalingrad,1963,Stalingrad (1963),5.88127,12,2,FALSE,TRUE,4.787491742782046,2.3519
Ignis,2013,Ignis (2013),6.0387,8,2,FALSE,TRUE,2.995732273553991,1.5714
IGOR: The Monster Making Game,2008,IGOR: The Monster Making Game (2008),5.86226,7,4,TRUE,FALSE,2.995732273553991,1.1304
Chain Reaction 3.0,2009,Chain Reaction 3.0 (2009),7.54839,12,2,TRUE,FALSE,4.787491742782046,3
How to Host a Murder: The Watersdown Affair,1985,How to Host a Murder: The Watersdown Affair (1985),6.3,18,8,FALSE,FALSE,5.19295685089021,2.5556
OMEGA,2010,OMEGA (2010),7.2303,8,2,FALSE,FALSE,3.4011973816621555,3.5
Dragon Noir 1: L'Exil,1990,Dragon Noir 1: L'Exil (1990),6.89583,12,2,FALSE,FALSE,4.787491742782046,2.6667
Ultimate Werewolf: Whitebox Edition,2007,Ultimate Werewolf: Whitebox Edition (2007),6.26761,14,9,FALSE,FALSE,4.0943445622221,1.3333
Spy Web,1997,Spy Web (1997),6.00883,8,2,FALSE,TRUE,3.4011973816621555,1.6
Austro-Prussian War,1994,Austro-Prussian War (1994),6.63,12,2,FALSE,FALSE,5.19295685089021,3.0833
"The Russo-Turkish War, 1877-78",1992,"The Russo-Turkish War, 1877-78 (1992)",6.26622,12,2,FALSE,TRUE,4.787491742782046,3.2
Anno Domini: Showbizz,2008,Anno Domini: Showbizz (2008),6.70298,10,4,FALSE,FALSE,3.4011973816621555,2
Wormhole,2008,Wormhole (2008),6.82326,12,2,FALSE,TRUE,5.886104031450156,2.125
Der Millionen Coup,2013,Der Millionen Coup (2013),6.7093,8,4,FALSE,FALSE,3.6888794541139363,2
Fruit Mix,2014,Fruit Mix (2014),6.69012,6,5,FALSE,FALSE,3.2188758248682006,1.8
Tales & Games: Aladdin & the Magic Lamp,2016,Tales & Games: Aladdin & the Magic Lamp (2016),6.62449,8,3.5,FALSE,FALSE,2.995732273553991,1.25
Paul Koenig's D-Day: The Canadian Beach,2008,Paul Koenig's D-Day: The Canadian Beach (2008),6.36111,10,2,FALSE,TRUE,3.912023005428146,1.5333
Masquerade,2013,Masquerade (2013),6.54464,12,5.5,FALSE,FALSE,3.4011973816621555,2
Rampaging Jotunn,2016,Rampaging Jotunn (2016),8.5,8,2,FALSE,TRUE,3.8066624897703196,2.5
Maha Yodha,2014,Maha Yodha (2014),6.39905,12,2,FALSE,TRUE,2.995732273553991,2.1429
Caesar in Gallia,1993,Caesar in Gallia (1993),6.663,12,2,FALSE,TRUE,5.703782474656201,3.0714
WordSpot,2006,WordSpot (2006),6.14551,8,2,FALSE,TRUE,2.995732273553991,1.2941
Elemental Rift,2008,Elemental Rift (2008),6.32174,9,2,FALSE,FALSE,3.4011973816621555,2.2
Rotterdam,2007,Rotterdam (2007),5.95758,8,4,FALSE,FALSE,4.0943445622221,2.04
Strange Synergy,2003,Strange Synergy (2003),5.79304,12,4,FALSE,FALSE,3.8066624897703196,2.1053
Catan Junior Madagascar,2012,Catan Junior Madagascar (2012),7.05328,6,4,FALSE,FALSE,3.4011973816621555,1.6667
Rifugio,2012,Rifugio (2012),6.89861,8,3,FALSE,FALSE,4.0943445622221,2
Back to the Future: An Adventure Through Time,2016,Back to the Future: An Adventure Through Time (2016),6.18344,10,3.5,FALSE,FALSE,3.4011973816621555,2
Breakthru,1965,Breakthru (1965),5.74694,10,2,FALSE,TRUE,2.70805020110221,2.0278
The Patrons of Venice,2004,The Patrons of Venice (2004),6.75455,10,4,FALSE,FALSE,4.499809670330265,3.25
Isaac,2011,Isaac (2011),7.23824,8,2,FALSE,TRUE,2.70805020110221,2.5
Nord,2015,Nord (2015),6.62717,14,3,FALSE,FALSE,3.4011973816621555,3
Ligny,1976,Ligny (1976),7.04861,14,2,FALSE,TRUE,4.787491742782046,1.9
Emporion,2016,Emporion (2016),7.17742,12,2,FALSE,FALSE,3.8066624897703196,2
Katoiz,2004,Katoiz (2004),6.85714,9,2,TRUE,FALSE,1.6094379124341003,2.5
Tavern,2006,Tavern (2006),6.4566,12,2,FALSE,TRUE,3.8066624897703196,2.1429
Atacama,2013,Atacama (2013),6.18244,8,2,FALSE,FALSE,2.995732273553991,1.4
Tortilla de patatas: the game,2014,Tortilla de patatas: the game (2014),6.13398,6,4,FALSE,FALSE,2.70805020110221,1.0909
Clue,1949,Clue (1949),5.63087,8,4,FALSE,FALSE,3.8066624897703196,1.6773
Grav Armor,1982,Grav Armor (1982),6.35606,12,2.5,FALSE,FALSE,4.0943445622221,1.75
Rome At War III: Queen of the Celts,2007,Rome At War III: Queen of the Celts (2007),6.52451,12,2,TRUE,FALSE,4.0943445622221,2.8333
"Triumphant Return: The Soviet Liberation of Kiev, November 1943",1998,"Triumphant Return: The Soviet Liberation of Kiev, November 1943 (1998)",7.13091,12,2,TRUE,FALSE,5.480638923341991,3.25
Giant Monster Rampage,2002,Giant Monster Rampage (2002),7.48333,12,2,FALSE,TRUE,4.0943445622221,2
The Fall of Tobruk,1975,The Fall of Tobruk (1975),7.26974,12,2,FALSE,TRUE,4.787491742782046,2.1667
McJohny's,2014,McJohny's (2014),6.33875,10,4.5,FALSE,FALSE,2.995732273553991,1.4286
Chief Herman's Next Big Thing,2003,Chief Herman's Next Big Thing (2003),6.15284,10,5,FALSE,FALSE,2.995732273553991,1.8889
Batman: Arkham City Escape,2013,Batman: Arkham City Escape (2013),5.84433,15,2,FALSE,TRUE,3.6888794541139363,2.0769
Piraten-Abenteuer,1991,Piraten-Abenteuer (1991),6.31719,4,4,FALSE,FALSE,2.995732273553991,1.3333
Assist,2011,Assist (2011),6.97419,6,5,FALSE,FALSE,2.70805020110221,1.125
CrossCribb,1996,CrossCribb (1996),6.38088,8,1,TRUE,FALSE,3.8066624897703196,2
Lap Dance,2014,Lap Dance (2014),5.70756,18,3,FALSE,FALSE,3.8066624897703196,1.9167
Zombie Cinema,2008,Zombie Cinema (2008),7.01515,12,5,FALSE,FALSE,4.787491742782046,2.5
Dice of the Living Dead,2009,Dice of the Living Dead (2009),6.16857,8,1,TRUE,FALSE,2.70805020110221,1.3333
Squirrel Rush,2016,Squirrel Rush (2016),6.56207,6,2,FALSE,FALSE,3.4011973816621555,1.6667
The Great Chili Cookoff,2006,The Great Chili Cookoff (2006),5.90398,8,6.5,FALSE,FALSE,3.4011973816621555,1.5143
Ultimate,2008,Ultimate (2008),6.89535,8,2,FALSE,TRUE,2.70805020110221,1.8462
Arabana-Ikibiti,1997,Arabana-Ikibiti (1997),6.20714,8,2,FALSE,TRUE,2.995732273553991,1.8571
Warhamster Rally,2001,Warhamster Rally (2001),5.77548,8,4.5,FALSE,FALSE,3.8066624897703196,1.7778
Murder in Greenrock Village Theatre,2009,Murder in Greenrock Village Theatre (2009),6.60444,12,1,TRUE,FALSE,3.4011973816621555,2.75
Legend of Zagor,1993,Legend of Zagor (1993),5.93844,9,3.5,TRUE,FALSE,4.0943445622221,1.7
Breakthrough,2001,Breakthrough (2001),6.42143,8,2,FALSE,TRUE,2.302585092994046,2.4
Race to the Treasure!,2012,Race to the Treasure! (2012),6.25294,5,2.5,TRUE,FALSE,2.995732273553991,1.3333
Footmania,1993,Footmania (1993),6.5,8,3,FALSE,FALSE,4.787491742782046,2
Nicaragua,1988,Nicaragua (1988),6.33264,12,2,FALSE,TRUE,5.19295685089021,2.7692
High-Bid,1965,High-Bid (1965),5.77269,12,4,FALSE,FALSE,3.2188758248682006,1.8
Ostrakon,2004,Ostrakon (2004),5.85489,10,6,FALSE,FALSE,4.0943445622221,1.4348
Across Suez,1980,Across Suez (1980),6.02174,12,2,FALSE,TRUE,4.787491742782046,2
Double Feature,2015,Double Feature (2015),6.13883,10,7,FALSE,FALSE,3.5553480614894135,1
El mundo de Águila Roja,2011,El mundo de Águila Roja (2011),6.96154,14,2,FALSE,FALSE,3.8066624897703196,2
Attakube,2001,Attakube (2001),6.59667,8,2,FALSE,TRUE,2.995732273553991,2.25
Flußpiraten,1990,Flußpiraten (1990),6.09549,9,5.5,FALSE,FALSE,4.499809670330265,2.1111
Cannibal Pygmies in the Jungle of Doom,2002,Cannibal Pygmies in the Jungle of Doom (2002),5.77598,12,3.5,FALSE,FALSE,2.995732273553991,1.3182
Heavy Gear Tactical,1998,Heavy Gear Tactical (1998),6.42188,12,2,FALSE,TRUE,5.19295685089021,3
Shootin' Ladders: Frag Fest,2009,Shootin' Ladders: Frag Fest (2009),5.93659,13,4.5,FALSE,FALSE,4.0943445622221,1.5556
Seekrieg (Fourth Edition),1981,Seekrieg (Fourth Edition) (1981),7.0027,12,2,FALSE,TRUE,4.787491742782046,3.9
Piquet,1534,Piquet (1534),6.50278,8,2,FALSE,TRUE,3.4011973816621555,2.5833
Risk: Mass Effect Galaxy at War Edition,2013,Risk: Mass Effect Galaxy at War Edition (2013),6.68475,10,3,FALSE,FALSE,4.499809670330265,2
Star Explorer,1982,Star Explorer (1982),6.83095,12,1,TRUE,FALSE,4.787491742782046,2.2
TimeLine,2003,TimeLine (2003),5.8345,10,3,FALSE,FALSE,2.302585092994046,2.0417
Grave Business,2011,Grave Business (2011),6.03009,13,4,FALSE,FALSE,3.8066624897703196,2.5
Infinity Dungeon: Peril without End,2012,Infinity Dungeon: Peril without End (2012),6.21182,10,5,FALSE,FALSE,4.0943445622221,1.1429
De Bellis Renationis,1997,De Bellis Renationis (1997),6.59894,14,2,TRUE,FALSE,5.19295685089021,3.5556
Pyramid: Home Game,1974,Pyramid: Home Game (1974),6.07887,10,4,FALSE,FALSE,3.4011973816621555,1.2222
Tangoes,1980,Tangoes (1980),5.74277,5,2,TRUE,FALSE,2.302585092994046,1.5357
Dynamite Nurse Returns,2011,Dynamite Nurse Returns (2011),6.69024,16,3,FALSE,FALSE,3.912023005428146,2
Venezia 2099,2014,Venezia 2099 (2014),6.11458,8,3.5,FALSE,FALSE,4.0943445622221,1.5
Twilight Squabble,2016,Twilight Squabble (2016),5.88827,14,2,FALSE,TRUE,2.70805020110221,1
Dwarves Inc.,2015,Dwarves Inc. (2015),7.22647,8,5,FALSE,FALSE,4.0943445622221,2
Castelli,2011,Castelli (2011),5.86329,10,4,FALSE,FALSE,3.8066624897703196,2.375
Dojo,2011,Dojo (2011),6.61723,8,3.5,FALSE,FALSE,2.70805020110221,1
Migration: A Story of Generations,2012,Migration: A Story of Generations (2012),7.45675,12,3,FALSE,FALSE,3.4011973816621555,2
Ghoulash,2001,Ghoulash (2001),6.14643,8,2,FALSE,TRUE,2.995732273553991,1.1429
TOP Kitchen,2017,TOP Kitchen (2017),6.95745,10,3,FALSE,FALSE,4.248495242049359,2
North German Plain,1988,North German Plain (1988),6.29392,12,2,FALSE,TRUE,4.787491742782046,3
Aether,2010,Aether (2010),5.94328,10,2,FALSE,FALSE,3.8066624897703196,2.4
Ransom,1994,Ransom (1994),6.42,12,6,FALSE,FALSE,3.8066624897703196,1.625
Clusterfight,2014,Clusterfight (2014),7.17941,8,5,FALSE,FALSE,3.2188758248682006,1
Order Up,2009,Order Up (2009),6.01886,6,3,FALSE,FALSE,3.4011973816621555,1.2222
Poison Pot,2003,Poison Pot (2003),6.39636,10,2.5,FALSE,FALSE,2.302585092994046,1.2
So Long Sucker,1964,So Long Sucker (1964),6.25836,14,4,FALSE,FALSE,2.995732273553991,1.8333
Schlag den Raab: Das 2. Spiel,2011,Schlag den Raab: Das 2. Spiel (2011),6.65238,14,2,FALSE,FALSE,3.8066624897703196,1.75
Jurassik,2011,Jurassik (2011),5.98148,5,3,FALSE,FALSE,2.70805020110221,1
Of Dungeons Deep! (Second Edition),2015,Of Dungeons Deep! (Second Edition) (2015),6.50025,10,3.5,TRUE,FALSE,3.4011973816621555,1.4
Nightmare Forest: Dead Run,2016,Nightmare Forest: Dead Run (2016),7.17656,8,4,TRUE,FALSE,3.6888794541139363,1.6667
Chalons: The Fate of Europe,2010,Chalons: The Fate of Europe (2010),6.72727,12,2,TRUE,FALSE,4.0943445622221,1.875
Tomb Raider Collectible Card Game,1999,Tomb Raider Collectible Card Game (1999),5.97379,10,2,TRUE,FALSE,3.8066624897703196,2
Onami,2016,Onami (2016),7.40244,8,2,FALSE,FALSE,3.4011973816621555,1
Finger weg!,2013,Finger weg! (2013),6.53617,12,7,FALSE,FALSE,3.8066624897703196,1.6
Wild Fun West,2012,Wild Fun West (2012),5.99245,8,6,FALSE,FALSE,3.8066624897703196,1.8571
Showbiz,1985,Showbiz (1985),6.12159,8,6,FALSE,FALSE,4.499809670330265,2
If I'm Going Down...,2012,If I'm Going Down... (2012),6.13299,15,1,TRUE,FALSE,3.4011973816621555,1.4286
Ayanu,1987,Ayanu (1987),7.07188,10,2,FALSE,TRUE,3.4011973816621555,2.4
Guns of the Askari,2012,Guns of the Askari (2012),7.04118,12,2.5,FALSE,FALSE,5.886104031450156,2.7778
Grand siècle,1993,Grand siècle (1993),7.09211,12,5,FALSE,FALSE,5.886104031450156,4.2857
Kilt Castle,2016,Kilt Castle (2016),6.27344,10,2,FALSE,FALSE,3.8066624897703196,2
Federation Space,1981,Federation Space (1981),6.18992,12,5,FALSE,FALSE,4.787491742782046,2.8235
Tahiti,1995,Tahiti (1995),6.39091,10,3.5,FALSE,FALSE,3.8066624897703196,2.1667
Nightlight,2014,Nightlight (2014),6.46,12,3,TRUE,FALSE,3.4011973816621555,1.2
Dark Frontier,2015,Dark Frontier (2015),7.59032,13,2,TRUE,FALSE,3.8066624897703196,2.3333
Quinto,1964,Quinto (1964),5.85859,8,2,FALSE,FALSE,3.4011973816621555,1.8636
Guild,2011,Guild (2011),6.99219,12,3,FALSE,FALSE,4.499809670330265,3
Naval War of 1812,2012,Naval War of 1812 (2012),6.74767,10,2,FALSE,TRUE,4.0943445622221,1.4167
Vivarium,0,Vivarium (0),7.33036,14,3,FALSE,FALSE,5.0106352940962555,3.875
Battle Leader Tactics,2007,Battle Leader Tactics (2007),6.66222,10,2,FALSE,TRUE,3.4011973816621555,2.1111
The Golden Wilderness,2013,The Golden Wilderness (2013),7.22353,15,4,FALSE,FALSE,4.787491742782046,3
LIXO?,2011,LIXO? (2011),6.24576,6,5,FALSE,FALSE,2.995732273553991,1.375
Albion 20,2008,Albion 20 (2008),7.16129,12,2,FALSE,TRUE,3.912023005428146,2
Art of War,2007,Art of War (2007),7.34271,14,2,FALSE,FALSE,4.499809670330265,2.7143
Right Fierce & Terrible: Sluys 1340,2011,Right Fierce & Terrible: Sluys 1340 (2011),7.08333,12,2,FALSE,TRUE,5.19295685089021,2.7778
Daddy Cool,2004,Daddy Cool (2004),6.00286,5,5.5,FALSE,FALSE,2.995732273553991,1.0909
De Bellis Magistrorum Militum,2007,De Bellis Magistrorum Militum (2007),6.736,11,2,FALSE,TRUE,5.480638923341991,4
Malacca,2013,Malacca (2013),6.36164,9,5.5,FALSE,FALSE,2.995732273553991,2
Grand Prix: F1,2002,Grand Prix: F1 (2002),6.6186,7,5,FALSE,FALSE,3.8066624897703196,2
Goblin Market,2010,Goblin Market (2010),6.67073,8,5,FALSE,FALSE,3.4011973816621555,1.3333
Starfight,2004,Starfight (2004),6.80714,10,2,FALSE,FALSE,3.4011973816621555,1.3333
The Nightmare Before Christmas TCG,2005,The Nightmare Before Christmas TCG (2005),6.56207,10,2,FALSE,FALSE,3.8066624897703196,2
Greater East Asia War,2009,Greater East Asia War (2009),6.72047,12,2,TRUE,FALSE,5.886104031450156,2.8
"Verdun, The Game of Attrition",1972,"Verdun, The Game of Attrition (1972)",6.71489,12,2,FALSE,TRUE,4.787491742782046,2.1429
Rabohnzel,2005,Rabohnzel (2005),6.57955,12,3.5,FALSE,FALSE,4.499809670330265,2.25
Ostroleka 26 maja 1831,2015,Ostroleka 26 maja 1831 (2015),8.72857,16,2,FALSE,FALSE,6.396929655216146,4.25
CLEVER,2014,CLEVER (2014),6.89714,6,5.5,FALSE,FALSE,2.70805020110221,1
Munchkin Christmas Lite,2015,Munchkin Christmas Lite (2015),6.84634,10,3,FALSE,FALSE,4.0943445622221,1.5
"Desert War: Egypt, 1940",2010,"Desert War: Egypt, 1940 (2010)",6.64444,12,2,TRUE,FALSE,4.787491742782046,1.9286
Paradise Fallen: The Card Game,2013,Paradise Fallen: The Card Game (2013),5.95821,8,3,FALSE,FALSE,3.4011973816621555,1.7778
UNO: Star Trek,1999,UNO: Star Trek (1999),5.89072,7,6,FALSE,FALSE,3.4011973816621555,1.0588
Midgard: The Card Game,2013,Midgard: The Card Game (2013),6.94286,8,5,FALSE,FALSE,4.499809670330265,2.5
RUM,2016,RUM (2016),6.78649,10,3,FALSE,FALSE,2.995732273553991,2
Ancient Conquest,1975,Ancient Conquest (1975),6.62111,12,3,FALSE,FALSE,5.703782474656201,2.3333
Edenia,2016,Edenia (2016),6.61473,8,3,FALSE,FALSE,3.4011973816621555,2
Name Burst,1992,Name Burst (1992),6.1629,10,4,FALSE,FALSE,3.4011973816621555,1.8333
World Conquerors,2012,World Conquerors (2012),5.96378,10,4,TRUE,FALSE,4.0943445622221,2
You Suck,2013,You Suck (2013),5.99583,8,5,FALSE,FALSE,3.4011973816621555,1.3
Paratroop,1979,Paratroop (1979),5.89626,12,2,FALSE,TRUE,4.787491742782046,2.2963
Celtic Quest,2005,Celtic Quest (2005),6.16667,8,3.5,FALSE,FALSE,4.0943445622221,2.6923
Der Schatz von Castellina,2013,Der Schatz von Castellina (2013),6.61093,5,4,FALSE,FALSE,2.70805020110221,1
Blam!,2005,Blam! (2005),6.52021,7,2,FALSE,FALSE,3.4011973816621555,2.0833
Medieval Mastery,2011,Medieval Mastery (2011),5.91892,10,4,FALSE,FALSE,3.8066624897703196,2
Hang in There!,2000,Hang in There! (2000),5.93982,7,2,FALSE,FALSE,2.302585092994046,1
Meepile,2008,Meepile (2008),6.33621,6,3,FALSE,FALSE,2.70805020110221,1.1
Drive on Frankfurt,1987,Drive on Frankfurt (1987),6.77024,12,2,FALSE,TRUE,4.787491742782046,2.7
Gingerdead House,0,Gingerdead House (0),6.99663,12,2,FALSE,FALSE,3.4011973816621555,2
Cairo Corridor,2013,Cairo Corridor (2013),7.24194,10,2,FALSE,TRUE,2.995732273553991,2
Galaktico,2009,Galaktico (2009),6.7561,10,3,FALSE,FALSE,3.6888794541139363,3
Battles of the Ancient World Volume III,2000,Battles of the Ancient World Volume III (2000),6.475,12,2,FALSE,TRUE,4.787491742782046,1.6923
Soldier's Companion,1989,Soldier's Companion (1989),7.12903,12,2,FALSE,TRUE,4.787491742782046,3
Beep! Beep!,2008,Beep! Beep! (2008),5.76931,8,4,FALSE,FALSE,1.6094379124341003,1.0357
PDQ: The Pretty Darn Quick Word Game,2003,PDQ: The Pretty Darn Quick Word Game (2003),6.37333,8,7,TRUE,FALSE,2.995732273553991,1
Scrimish Card Game,2015,Scrimish Card Game (2015),6.18242,8,3,FALSE,FALSE,4.605170185988092,1.3333
Dungeons & Dragons Chainmail,2001,Dungeons & Dragons Chainmail (2001),6.07925,10,2,FALSE,FALSE,4.0943445622221,3.1111
Makruk,0,Makruk (0),6.91714,8,2,FALSE,TRUE,4.0943445622221,3.75
Grand Fleet,2010,Grand Fleet (2010),7.15312,12,2,TRUE,FALSE,5.480638923341991,2.6667
Kraken-Alarm,2010,Kraken-Alarm (2010),6.021,5,3,FALSE,FALSE,2.995732273553991,1.3
ZoxSo,2009,ZoxSo (2009),7.01204,8,2,FALSE,TRUE,2.70805020110221,2.5556
Dr. McNinja's Legendary Showdown,2014,Dr. McNinja's Legendary Showdown (2014),6.83034,12,4,FALSE,FALSE,3.4011973816621555,1.7778
Linkage,2009,Linkage (2009),7.42439,8,2,FALSE,TRUE,2.302585092994046,2.2857
Terminator Salvation,2010,Terminator Salvation (2010),7.29063,12,2,FALSE,FALSE,3.6888794541139363,2.3333
Dead of Winter (first edition),1989,Dead of Winter (first edition) (1989),6.99286,14,2,FALSE,TRUE,5.886104031450156,4.4286
Ophidian 2350,2003,Ophidian 2350 (2003),6.45,8,2,FALSE,TRUE,3.4011973816621555,3
Tonga Island,2009,Tonga Island (2009),6.21364,6,3,FALSE,FALSE,2.995732273553991,1.8
Forceball,2006,Forceball (2006),6.26076,10,2,FALSE,TRUE,3.4011973816621555,2
The Battle of Red Cliffs,2009,The Battle of Red Cliffs (2009),6.20725,10,5.5,TRUE,FALSE,3.4011973816621555,2
Jours de gloire Campagne II: La Pologne,2002,Jours de gloire Campagne II: La Pologne (2002),7.2803,12,2,TRUE,FALSE,4.787491742782046,2.5714
1866: The Struggle for Supremacy in Germany,2016,1866: The Struggle for Supremacy in Germany (2016),7.18667,14,2,FALSE,TRUE,5.703782474656201,3
Bruti,2015,Bruti (2015),7.25802,14,2,FALSE,FALSE,3.912023005428146,1.8125
NanoBot Battle Arena,2014,NanoBot Battle Arena (2014),6.85455,14,5,FALSE,FALSE,3.4011973816621555,1.8
Chocoly,2011,Chocoly (2011),6.19931,8,3,FALSE,FALSE,3.4011973816621555,1.4
Cité,2010,Cité (2010),6.13682,10,4,FALSE,FALSE,4.0943445622221,2
Piñata Party,2015,Piñata Party (2015),6.52308,8,3,FALSE,FALSE,3.4011973816621555,2.4286
Walking on the Moon,2016,Walking on the Moon (2016),7.27143,10,4.5,FALSE,FALSE,3.8066624897703196,1.75
Tomorrow the World,1989,Tomorrow the World (1989),6.35135,12,2,FALSE,TRUE,5.19295685089021,2.3077
"Congo Merc: The Congo, 1964",2012,"Congo Merc: The Congo, 1964 (2012)",6.22703,12,1,TRUE,FALSE,3.4011973816621555,1.9091
MERCS: Conflict,2014,MERCS: Conflict (2014),6.12105,12,2,FALSE,TRUE,3.4011973816621555,2.4
Les Fils de Samarande,2005,Les Fils de Samarande (2005),6.19375,10,3.5,FALSE,FALSE,4.0943445622221,2
Nomad Gods,1977,Nomad Gods (1977),7.18857,12,3.5,FALSE,FALSE,5.703782474656201,2.8571
The World of SMOG: Rise of Moloch,2017,The World of SMOG: Rise of Moloch (2017),7.80686,14,3.5,FALSE,FALSE,4.499809670330265,1.5
Maestro,1989,Maestro (1989),5.84503,8,3.5,FALSE,FALSE,3.4011973816621555,1.9167
Dark Age: Feudal Lords,1996,Dark Age: Feudal Lords (1996),6.14576,12,2,FALSE,TRUE,3.4011973816621555,3.2
Kraut & Rüben,1998,Kraut & Rüben (1998),5.97156,8,3.5,FALSE,FALSE,3.4011973816621555,1.2
Barbarian Kings,1980,Barbarian Kings (1980),5.86938,12,4,FALSE,FALSE,4.787491742782046,2.3939
De Poorters van Nieuwstad,2013,De Poorters van Nieuwstad (2013),6.02459,12,4,FALSE,FALSE,4.0943445622221,2.8824
Island War: Four Pacific Battles,1975,Island War: Four Pacific Battles (1975),6.41321,12,2,FALSE,TRUE,4.787491742782046,2.1538
Der Prestel Kunstmarkt,2006,Der Prestel Kunstmarkt (2006),6.46735,10,4,FALSE,FALSE,3.4011973816621555,1.6667
Kenta,2009,Kenta (2009),6.76486,12,3.5,FALSE,FALSE,3.8066624897703196,2.2857
Legion,1975,Legion (1975),6.46607,12,2,TRUE,FALSE,5.19295685089021,2.375
APBA Pro Football,1958,APBA Pro Football (1958),6.12797,10,2,TRUE,FALSE,4.787491742782046,2.25
RallyRas,2015,RallyRas (2015),6.94051,9,6,FALSE,FALSE,3.4011973816621555,1.4
